Attack,Image,Source_Model,Target_Model,Source_Class_Idx,Target_Class_Idx,Transferred,Source_Class,Target_Class
PGD,n01704323.jpg,InceptionV3,MobileNetV2,51,51,False,triceratops,triceratops
PGD,n01704323.jpg,InceptionV3,EfficientNetB0,51,51,False,triceratops,triceratops
PGD,n01749939.jpg,InceptionV3,MobileNetV2,59,816,True,vine_snake,spindle
PGD,n01749939.jpg,InceptionV3,EfficientNetB0,59,377,True,vine_snake,marmoset
PGD,n01770081.jpg,InceptionV3,MobileNetV2,70,78,True,harvestman,tick
PGD,n01770081.jpg,InceptionV3,EfficientNetB0,70,73,True,harvestman,barn_spider
PGD,n01843383.jpg,InceptionV3,MobileNetV2,96,96,False,toucan,toucan
PGD,n01843383.jpg,InceptionV3,EfficientNetB0,96,96,False,toucan,toucan
PGD,n01855672.jpg,InceptionV3,MobileNetV2,99,184,True,goose,Irish_terrier
PGD,n01855672.jpg,InceptionV3,EfficientNetB0,99,99,False,goose,goose
PGD,n01910747.jpg,InceptionV3,MobileNetV2,126,73,True,isopod,barn_spider
PGD,n01910747.jpg,InceptionV3,EfficientNetB0,126,107,True,isopod,jellyfish
PGD,n01930112.jpg,InceptionV3,MobileNetV2,111,111,False,nematode,nematode
PGD,n01930112.jpg,InceptionV3,EfficientNetB0,111,111,False,nematode,nematode
PGD,n01981276.jpg,InceptionV3,MobileNetV2,121,78,True,king_crab,tick
PGD,n01981276.jpg,InceptionV3,EfficientNetB0,121,121,False,king_crab,king_crab
PGD,n02074367.jpg,InceptionV3,MobileNetV2,149,220,True,dugong,Sussex_spaniel
PGD,n02074367.jpg,InceptionV3,EfficientNetB0,149,296,True,dugong,ice_bear
PGD,n02089867.jpg,InceptionV3,MobileNetV2,166,162,True,Walker_hound,beagle
PGD,n02089867.jpg,InceptionV3,EfficientNetB0,166,217,True,Walker_hound,English_springer
PGD,n02091244.jpg,InceptionV3,MobileNetV2,537,562,True,dogsled,fountain
PGD,n02091244.jpg,InceptionV3,EfficientNetB0,537,142,True,dogsled,dowitcher
PGD,n02091831.jpg,InceptionV3,MobileNetV2,167,212,True,English_foxhound,English_setter
PGD,n02091831.jpg,InceptionV3,EfficientNetB0,167,212,True,English_foxhound,English_setter
PGD,n02099601.jpg,InceptionV3,MobileNetV2,207,207,False,golden_retriever,golden_retriever
PGD,n02099601.jpg,InceptionV3,EfficientNetB0,207,163,True,golden_retriever,bloodhound
PGD,n02101006.jpg,InceptionV3,MobileNetV2,214,164,True,Gordon_setter,bluetick
PGD,n02101006.jpg,InceptionV3,EfficientNetB0,214,214,False,Gordon_setter,Gordon_setter
PGD,n02105505.jpg,InceptionV3,MobileNetV2,228,212,True,komondor,English_setter
PGD,n02105505.jpg,InceptionV3,EfficientNetB0,228,156,True,komondor,Blenheim_spaniel
PGD,n02108089.jpg,InceptionV3,MobileNetV2,242,247,True,boxer,Saint_Bernard
PGD,n02108089.jpg,InceptionV3,EfficientNetB0,242,242,False,boxer,boxer
PGD,n02108551.jpg,InceptionV3,MobileNetV2,244,244,False,Tibetan_mastiff,Tibetan_mastiff
PGD,n02108551.jpg,InceptionV3,EfficientNetB0,244,221,True,Tibetan_mastiff,Irish_water_spaniel
PGD,n02108915.jpg,InceptionV3,MobileNetV2,179,224,True,Staffordshire_bullterrier,groenendael
PGD,n02108915.jpg,InceptionV3,EfficientNetB0,179,700,True,Staffordshire_bullterrier,paper_towel
PGD,n02110063.jpg,InceptionV3,MobileNetV2,653,204,True,milk_can,Lhasa
PGD,n02110063.jpg,InceptionV3,EfficientNetB0,653,280,True,milk_can,grey_fox
PGD,n02110341.jpg,InceptionV3,MobileNetV2,251,162,True,dalmatian,beagle
PGD,n02110341.jpg,InceptionV3,EfficientNetB0,251,212,True,dalmatian,English_setter
PGD,n02111277.jpg,InceptionV3,MobileNetV2,221,226,True,Irish_water_spaniel,briard
PGD,n02111277.jpg,InceptionV3,EfficientNetB0,221,256,True,Irish_water_spaniel,Newfoundland
PGD,n02113712.jpg,InceptionV3,MobileNetV2,194,76,True,Dandie_Dinmont,tarantula
PGD,n02113712.jpg,InceptionV3,EfficientNetB0,194,175,True,Dandie_Dinmont,otterhound
PGD,n02114548.jpg,InceptionV3,MobileNetV2,228,270,True,komondor,white_wolf
PGD,n02114548.jpg,InceptionV3,EfficientNetB0,228,270,True,komondor,white_wolf
PGD,n02116738.jpg,InceptionV3,MobileNetV2,275,275,False,African_hunting_dog,African_hunting_dog
PGD,n02116738.jpg,InceptionV3,EfficientNetB0,275,275,False,African_hunting_dog,African_hunting_dog
PGD,n02120079.jpg,InceptionV3,MobileNetV2,279,270,True,Arctic_fox,white_wolf
PGD,n02120079.jpg,InceptionV3,EfficientNetB0,279,279,False,Arctic_fox,Arctic_fox
PGD,n02129165.jpg,InceptionV3,MobileNetV2,291,287,True,lion,lynx
PGD,n02129165.jpg,InceptionV3,EfficientNetB0,291,291,False,lion,lion
PGD,n02138441.jpg,InceptionV3,MobileNetV2,299,383,True,meerkat,Madagascar_cat
PGD,n02138441.jpg,InceptionV3,EfficientNetB0,299,335,True,meerkat,fox_squirrel
PGD,n02165456.jpg,InceptionV3,MobileNetV2,301,301,False,ladybug,ladybug
PGD,n02165456.jpg,InceptionV3,EfficientNetB0,301,301,False,ladybug,ladybug
DeepFool,n01532829.jpg,MobileNetV2,EfficientNetB0,12,12,False,house_finch,house_finch
DeepFool,n01532829.jpg,MobileNetV2,InceptionV3,12,12,False,house_finch,house_finch
DeepFool,n01558993.jpg,MobileNetV2,EfficientNetB0,15,15,False,robin,robin
DeepFool,n01558993.jpg,MobileNetV2,InceptionV3,15,15,False,robin,robin
DeepFool,n01704323.jpg,MobileNetV2,EfficientNetB0,51,51,False,triceratops,triceratops
DeepFool,n01704323.jpg,MobileNetV2,InceptionV3,51,51,False,triceratops,triceratops
DeepFool,n01749939.jpg,MobileNetV2,EfficientNetB0,64,64,False,green_mamba,green_mamba
DeepFool,n01749939.jpg,MobileNetV2,InceptionV3,64,59,True,green_mamba,vine_snake
DeepFool,n01770081.jpg,MobileNetV2,EfficientNetB0,73,70,True,barn_spider,harvestman
DeepFool,n01770081.jpg,MobileNetV2,InceptionV3,73,73,False,barn_spider,barn_spider
DeepFool,n01843383.jpg,MobileNetV2,EfficientNetB0,96,96,False,toucan,toucan
DeepFool,n01843383.jpg,MobileNetV2,InceptionV3,96,96,False,toucan,toucan
DeepFool,n01855672.jpg,MobileNetV2,EfficientNetB0,168,99,True,redbone,goose
DeepFool,n01855672.jpg,MobileNetV2,InceptionV3,168,99,True,redbone,goose
DeepFool,n01910747.jpg,MobileNetV2,EfficientNetB0,451,126,True,bolo_tie,isopod
DeepFool,n01910747.jpg,MobileNetV2,InceptionV3,451,126,True,bolo_tie,isopod
DeepFool,n01930112.jpg,MobileNetV2,EfficientNetB0,111,111,False,nematode,nematode
DeepFool,n01930112.jpg,MobileNetV2,InceptionV3,111,111,False,nematode,nematode
DeepFool,n01981276.jpg,MobileNetV2,EfficientNetB0,126,121,True,isopod,king_crab
DeepFool,n01981276.jpg,MobileNetV2,InceptionV3,126,121,True,isopod,king_crab
DeepFool,n02074367.jpg,MobileNetV2,EfficientNetB0,149,149,False,dugong,dugong
DeepFool,n02074367.jpg,MobileNetV2,InceptionV3,149,149,False,dugong,dugong
DeepFool,n02089867.jpg,MobileNetV2,EfficientNetB0,167,167,False,English_foxhound,English_foxhound
DeepFool,n02089867.jpg,MobileNetV2,InceptionV3,167,166,True,English_foxhound,Walker_hound
DeepFool,n02091244.jpg,MobileNetV2,EfficientNetB0,977,978,True,sandbar,seashore
DeepFool,n02091244.jpg,MobileNetV2,InceptionV3,977,537,True,sandbar,dogsled
DeepFool,n02091831.jpg,MobileNetV2,EfficientNetB0,166,210,True,Walker_hound,German_short-haired_pointer
DeepFool,n02091831.jpg,MobileNetV2,InceptionV3,166,167,True,Walker_hound,English_foxhound
DeepFool,n02099601.jpg,MobileNetV2,EfficientNetB0,207,207,False,golden_retriever,golden_retriever
DeepFool,n02099601.jpg,MobileNetV2,InceptionV3,207,207,False,golden_retriever,golden_retriever
DeepFool,n02101006.jpg,MobileNetV2,EfficientNetB0,165,214,True,black-and-tan_coonhound,Gordon_setter
DeepFool,n02101006.jpg,MobileNetV2,InceptionV3,165,214,True,black-and-tan_coonhound,Gordon_setter
DeepFool,n02105505.jpg,MobileNetV2,EfficientNetB0,228,228,False,komondor,komondor
DeepFool,n02105505.jpg,MobileNetV2,InceptionV3,228,228,False,komondor,komondor
DeepFool,n02108089.jpg,MobileNetV2,EfficientNetB0,242,242,False,boxer,boxer
DeepFool,n02108089.jpg,MobileNetV2,InceptionV3,242,242,False,boxer,boxer
DeepFool,n02108551.jpg,MobileNetV2,EfficientNetB0,244,244,False,Tibetan_mastiff,Tibetan_mastiff
DeepFool,n02108551.jpg,MobileNetV2,InceptionV3,244,244,False,Tibetan_mastiff,Tibetan_mastiff
DeepFool,n02108915.jpg,MobileNetV2,EfficientNetB0,179,223,True,Staffordshire_bullterrier,schipperke
DeepFool,n02108915.jpg,MobileNetV2,InceptionV3,179,245,True,Staffordshire_bullterrier,French_bulldog
DeepFool,n02110063.jpg,MobileNetV2,EfficientNetB0,249,249,False,malamute,malamute
DeepFool,n02110063.jpg,MobileNetV2,InceptionV3,249,653,True,malamute,milk_can
DeepFool,n02110341.jpg,MobileNetV2,EfficientNetB0,166,207,True,Walker_hound,golden_retriever
DeepFool,n02110341.jpg,MobileNetV2,InceptionV3,166,251,True,Walker_hound,dalmatian
DeepFool,n02111277.jpg,MobileNetV2,EfficientNetB0,206,221,True,curly-coated_retriever,Irish_water_spaniel
DeepFool,n02111277.jpg,MobileNetV2,InceptionV3,206,221,True,curly-coated_retriever,Irish_water_spaniel
DeepFool,n02113712.jpg,MobileNetV2,EfficientNetB0,194,194,False,Dandie_Dinmont,Dandie_Dinmont
DeepFool,n02113712.jpg,MobileNetV2,InceptionV3,194,194,False,Dandie_Dinmont,Dandie_Dinmont
DeepFool,n02114548.jpg,MobileNetV2,EfficientNetB0,270,270,False,white_wolf,white_wolf
DeepFool,n02114548.jpg,MobileNetV2,InceptionV3,270,228,True,white_wolf,komondor
DeepFool,n02116738.jpg,MobileNetV2,EfficientNetB0,275,275,False,African_hunting_dog,African_hunting_dog
DeepFool,n02116738.jpg,MobileNetV2,InceptionV3,275,275,False,African_hunting_dog,African_hunting_dog
DeepFool,n02120079.jpg,MobileNetV2,EfficientNetB0,279,279,False,Arctic_fox,Arctic_fox
DeepFool,n02120079.jpg,MobileNetV2,InceptionV3,279,279,False,Arctic_fox,Arctic_fox
DeepFool,n02129165.jpg,MobileNetV2,EfficientNetB0,291,291,False,lion,lion
DeepFool,n02129165.jpg,MobileNetV2,InceptionV3,291,291,False,lion,lion
DeepFool,n02138441.jpg,MobileNetV2,EfficientNetB0,335,335,False,fox_squirrel,fox_squirrel
DeepFool,n02138441.jpg,MobileNetV2,InceptionV3,335,299,True,fox_squirrel,meerkat
DeepFool,n02165456.jpg,MobileNetV2,EfficientNetB0,301,301,False,ladybug,ladybug
DeepFool,n02165456.jpg,MobileNetV2,InceptionV3,301,301,False,ladybug,ladybug
DeepFool,n01532829.jpg,EfficientNetB0,MobileNetV2,12,12,False,house_finch,house_finch
DeepFool,n01532829.jpg,EfficientNetB0,InceptionV3,12,12,False,house_finch,house_finch
DeepFool,n01558993.jpg,EfficientNetB0,MobileNetV2,15,15,False,robin,robin
DeepFool,n01558993.jpg,EfficientNetB0,InceptionV3,15,15,False,robin,robin
DeepFool,n01749939.jpg,EfficientNetB0,MobileNetV2,64,766,True,green_mamba,rotisserie
DeepFool,n01749939.jpg,EfficientNetB0,InceptionV3,64,59,True,green_mamba,vine_snake
DeepFool,n01770081.jpg,EfficientNetB0,MobileNetV2,70,73,True,harvestman,barn_spider
DeepFool,n01770081.jpg,EfficientNetB0,InceptionV3,70,73,True,harvestman,barn_spider
DeepFool,n01843383.jpg,EfficientNetB0,MobileNetV2,96,96,False,toucan,toucan
DeepFool,n01843383.jpg,EfficientNetB0,InceptionV3,96,96,False,toucan,toucan
DeepFool,n01855672.jpg,EfficientNetB0,MobileNetV2,99,168,True,goose,redbone
DeepFool,n01855672.jpg,EfficientNetB0,InceptionV3,99,99,False,goose,goose
DeepFool,n01910747.jpg,EfficientNetB0,MobileNetV2,126,451,True,isopod,bolo_tie
DeepFool,n01910747.jpg,EfficientNetB0,InceptionV3,126,126,False,isopod,isopod
DeepFool,n01930112.jpg,EfficientNetB0,MobileNetV2,111,111,False,nematode,nematode
DeepFool,n01930112.jpg,EfficientNetB0,InceptionV3,111,111,False,nematode,nematode
DeepFool,n01981276.jpg,EfficientNetB0,MobileNetV2,121,126,True,king_crab,isopod
DeepFool,n01981276.jpg,EfficientNetB0,InceptionV3,121,121,False,king_crab,king_crab
DeepFool,n02074367.jpg,EfficientNetB0,MobileNetV2,149,149,False,dugong,dugong
DeepFool,n02074367.jpg,EfficientNetB0,InceptionV3,149,149,False,dugong,dugong
DeepFool,n02089867.jpg,EfficientNetB0,MobileNetV2,167,167,False,English_foxhound,English_foxhound
DeepFool,n02089867.jpg,EfficientNetB0,InceptionV3,167,166,True,English_foxhound,Walker_hound
DeepFool,n02091244.jpg,EfficientNetB0,MobileNetV2,978,977,True,seashore,sandbar
DeepFool,n02091244.jpg,EfficientNetB0,InceptionV3,978,537,True,seashore,dogsled
DeepFool,n02091831.jpg,EfficientNetB0,MobileNetV2,210,176,True,German_short-haired_pointer,Saluki
DeepFool,n02091831.jpg,EfficientNetB0,InceptionV3,210,167,True,German_short-haired_pointer,English_foxhound
DeepFool,n02099601.jpg,EfficientNetB0,MobileNetV2,207,207,False,golden_retriever,golden_retriever
DeepFool,n02099601.jpg,EfficientNetB0,InceptionV3,207,168,True,golden_retriever,redbone
DeepFool,n02101006.jpg,EfficientNetB0,MobileNetV2,214,165,True,Gordon_setter,black-and-tan_coonhound
DeepFool,n02101006.jpg,EfficientNetB0,InceptionV3,214,214,False,Gordon_setter,Gordon_setter
DeepFool,n02105505.jpg,EfficientNetB0,MobileNetV2,228,228,False,komondor,komondor
DeepFool,n02105505.jpg,EfficientNetB0,InceptionV3,228,228,False,komondor,komondor
DeepFool,n02108089.jpg,EfficientNetB0,MobileNetV2,242,247,True,boxer,Saint_Bernard
DeepFool,n02108089.jpg,EfficientNetB0,InceptionV3,242,242,False,boxer,boxer
DeepFool,n02108551.jpg,EfficientNetB0,MobileNetV2,244,244,False,Tibetan_mastiff,Tibetan_mastiff
DeepFool,n02108551.jpg,EfficientNetB0,InceptionV3,244,244,False,Tibetan_mastiff,Tibetan_mastiff
DeepFool,n02108915.jpg,EfficientNetB0,MobileNetV2,223,179,True,schipperke,Staffordshire_bullterrier
DeepFool,n02108915.jpg,EfficientNetB0,InceptionV3,223,245,True,schipperke,French_bulldog
DeepFool,n02110063.jpg,EfficientNetB0,MobileNetV2,249,249,False,malamute,malamute
DeepFool,n02110063.jpg,EfficientNetB0,InceptionV3,249,756,True,malamute,rain_barrel
DeepFool,n02110341.jpg,EfficientNetB0,MobileNetV2,207,166,True,golden_retriever,Walker_hound
DeepFool,n02110341.jpg,EfficientNetB0,InceptionV3,207,251,True,golden_retriever,dalmatian
DeepFool,n02111277.jpg,EfficientNetB0,MobileNetV2,221,206,True,Irish_water_spaniel,curly-coated_retriever
DeepFool,n02111277.jpg,EfficientNetB0,InceptionV3,221,221,False,Irish_water_spaniel,Irish_water_spaniel
DeepFool,n02113712.jpg,EfficientNetB0,MobileNetV2,194,175,True,Dandie_Dinmont,otterhound
DeepFool,n02113712.jpg,EfficientNetB0,InceptionV3,194,194,False,Dandie_Dinmont,Dandie_Dinmont
DeepFool,n02114548.jpg,EfficientNetB0,MobileNetV2,270,270,False,white_wolf,white_wolf
DeepFool,n02114548.jpg,EfficientNetB0,InceptionV3,270,228,True,white_wolf,komondor
DeepFool,n02116738.jpg,EfficientNetB0,MobileNetV2,275,275,False,African_hunting_dog,African_hunting_dog
DeepFool,n02116738.jpg,EfficientNetB0,InceptionV3,275,275,False,African_hunting_dog,African_hunting_dog
DeepFool,n02120079.jpg,EfficientNetB0,MobileNetV2,279,279,False,Arctic_fox,Arctic_fox
DeepFool,n02120079.jpg,EfficientNetB0,InceptionV3,279,279,False,Arctic_fox,Arctic_fox
DeepFool,n02129165.jpg,EfficientNetB0,MobileNetV2,291,291,False,lion,lion
DeepFool,n02129165.jpg,EfficientNetB0,InceptionV3,291,291,False,lion,lion
DeepFool,n02138441.jpg,EfficientNetB0,MobileNetV2,335,335,False,fox_squirrel,fox_squirrel
DeepFool,n02138441.jpg,EfficientNetB0,InceptionV3,335,299,True,fox_squirrel,meerkat
DeepFool,n02165456.jpg,EfficientNetB0,MobileNetV2,301,301,False,ladybug,ladybug
DeepFool,n02165456.jpg,EfficientNetB0,InceptionV3,301,301,False,ladybug,ladybug
DeepFool,n01532829.jpg,InceptionV3,MobileNetV2,12,12,False,house_finch,house_finch
DeepFool,n01532829.jpg,InceptionV3,EfficientNetB0,12,12,False,house_finch,house_finch
DeepFool,n01558993.jpg,InceptionV3,MobileNetV2,15,15,False,robin,robin
DeepFool,n01558993.jpg,InceptionV3,EfficientNetB0,15,15,False,robin,robin
DeepFool,n01704323.jpg,InceptionV3,MobileNetV2,51,77,True,triceratops,wolf_spider
DeepFool,n01704323.jpg,InceptionV3,EfficientNetB0,51,51,False,triceratops,triceratops
DeepFool,n01749939.jpg,InceptionV3,MobileNetV2,59,64,True,vine_snake,green_mamba
DeepFool,n01749939.jpg,InceptionV3,EfficientNetB0,59,64,True,vine_snake,green_mamba
DeepFool,n01770081.jpg,InceptionV3,MobileNetV2,70,73,True,harvestman,barn_spider
DeepFool,n01770081.jpg,InceptionV3,EfficientNetB0,70,70,False,harvestman,harvestman
DeepFool,n01843383.jpg,InceptionV3,MobileNetV2,96,96,False,toucan,toucan
DeepFool,n01843383.jpg,InceptionV3,EfficientNetB0,96,96,False,toucan,toucan
DeepFool,n01855672.jpg,InceptionV3,MobileNetV2,99,168,True,goose,redbone
DeepFool,n01855672.jpg,InceptionV3,EfficientNetB0,99,99,False,goose,goose
DeepFool,n01910747.jpg,InceptionV3,MobileNetV2,126,451,True,isopod,bolo_tie
DeepFool,n01910747.jpg,InceptionV3,EfficientNetB0,126,126,False,isopod,isopod
DeepFool,n01930112.jpg,InceptionV3,MobileNetV2,111,111,False,nematode,nematode
DeepFool,n01930112.jpg,InceptionV3,EfficientNetB0,111,111,False,nematode,nematode
DeepFool,n01981276.jpg,InceptionV3,MobileNetV2,121,126,True,king_crab,isopod
DeepFool,n01981276.jpg,InceptionV3,EfficientNetB0,121,121,False,king_crab,king_crab
DeepFool,n02074367.jpg,InceptionV3,MobileNetV2,149,149,False,dugong,dugong
DeepFool,n02074367.jpg,InceptionV3,EfficientNetB0,149,149,False,dugong,dugong
DeepFool,n02091244.jpg,InceptionV3,MobileNetV2,537,977,True,dogsled,sandbar
DeepFool,n02091244.jpg,InceptionV3,EfficientNetB0,537,977,True,dogsled,sandbar
DeepFool,n02091831.jpg,InceptionV3,MobileNetV2,167,166,True,English_foxhound,Walker_hound
DeepFool,n02091831.jpg,InceptionV3,EfficientNetB0,167,210,True,English_foxhound,German_short-haired_pointer
DeepFool,n02099601.jpg,InceptionV3,MobileNetV2,207,207,False,golden_retriever,golden_retriever
DeepFool,n02099601.jpg,InceptionV3,EfficientNetB0,207,207,False,golden_retriever,golden_retriever
DeepFool,n02101006.jpg,InceptionV3,MobileNetV2,214,165,True,Gordon_setter,black-and-tan_coonhound
DeepFool,n02101006.jpg,InceptionV3,EfficientNetB0,214,214,False,Gordon_setter,Gordon_setter
DeepFool,n02105505.jpg,InceptionV3,MobileNetV2,228,335,True,komondor,fox_squirrel
DeepFool,n02105505.jpg,InceptionV3,EfficientNetB0,228,228,False,komondor,komondor
DeepFool,n02108089.jpg,InceptionV3,MobileNetV2,242,242,False,boxer,boxer
DeepFool,n02108089.jpg,InceptionV3,EfficientNetB0,242,242,False,boxer,boxer
DeepFool,n02108551.jpg,InceptionV3,MobileNetV2,244,244,False,Tibetan_mastiff,Tibetan_mastiff
DeepFool,n02108551.jpg,InceptionV3,EfficientNetB0,244,244,False,Tibetan_mastiff,Tibetan_mastiff
DeepFool,n02110063.jpg,InceptionV3,MobileNetV2,653,249,True,milk_can,malamute
DeepFool,n02110063.jpg,InceptionV3,EfficientNetB0,653,249,True,milk_can,malamute
DeepFool,n02110341.jpg,InceptionV3,MobileNetV2,251,166,True,dalmatian,Walker_hound
DeepFool,n02110341.jpg,InceptionV3,EfficientNetB0,251,207,True,dalmatian,golden_retriever
DeepFool,n02111277.jpg,InceptionV3,MobileNetV2,221,206,True,Irish_water_spaniel,curly-coated_retriever
DeepFool,n02111277.jpg,InceptionV3,EfficientNetB0,221,221,False,Irish_water_spaniel,Irish_water_spaniel
DeepFool,n02113712.jpg,InceptionV3,MobileNetV2,194,175,True,Dandie_Dinmont,otterhound
DeepFool,n02113712.jpg,InceptionV3,EfficientNetB0,194,194,False,Dandie_Dinmont,Dandie_Dinmont
DeepFool,n02114548.jpg,InceptionV3,MobileNetV2,228,270,True,komondor,white_wolf
DeepFool,n02114548.jpg,InceptionV3,EfficientNetB0,228,270,True,komondor,white_wolf
DeepFool,n02116738.jpg,InceptionV3,MobileNetV2,275,275,False,African_hunting_dog,African_hunting_dog
DeepFool,n02116738.jpg,InceptionV3,EfficientNetB0,275,275,False,African_hunting_dog,African_hunting_dog
DeepFool,n02120079.jpg,InceptionV3,MobileNetV2,279,279,False,Arctic_fox,Arctic_fox
DeepFool,n02120079.jpg,InceptionV3,EfficientNetB0,279,279,False,Arctic_fox,Arctic_fox
DeepFool,n02129165.jpg,InceptionV3,MobileNetV2,291,291,False,lion,lion
DeepFool,n02129165.jpg,InceptionV3,EfficientNetB0,291,291,False,lion,lion
DeepFool,n02138441.jpg,InceptionV3,MobileNetV2,299,335,True,meerkat,fox_squirrel
DeepFool,n02138441.jpg,InceptionV3,EfficientNetB0,299,335,True,meerkat,fox_squirrel
DeepFool,n02165456.jpg,InceptionV3,MobileNetV2,301,301,False,ladybug,ladybug
DeepFool,n02165456.jpg,InceptionV3,EfficientNetB0,301,301,False,ladybug,ladybug
